14.995	14.995	20	20	1.6592	1.6592	0.20541	0.20542	-0.049972	0.00018477
14.995	14.995	20	20	1.6592	1.6592	0.20541	0.20541	-0.049868	0.00018488
14.996	14.995	20	20	1.6592	1.6592	0.2054	0.20541	-0.049964	0.00018443
14.996	14.996	20	20	1.6591	1.6592	0.2054	0.2054	-0.04996	0.00018447
14.996	14.996	20	20	1.6591	1.6591	0.20539	0.2054	-0.049956	0.00018443
14.996	14.996	20	20	1.6591	1.6591	0.20539	0.20539	-0.049953	0.00018454
14.996	14.996	20	20	1.5341	1.6591	0.20497	0.20539	-0.00077426	0.00029164
15.045	14.996	20	20	1.479	1.5341	0.20413	0.20497	-0.00081716	0.00040435
15.075	15.045	20.001	20	1.4343	1.479	0.20326	0.20413	-0.00079726	0.00034166
15.097	15.075	20.001	20.001	1.4015	1.4343	0.20241	0.20326	-0.00074743	0.00033977
