14.427	14.386	19.847	19.795	1.493	1.5298	0.42271	0.48869
14.461	14.427	19.887	19.847	1.4651	1.493	0.37316	0.42271
14.489	14.461	19.916	19.887	1.444	1.4651	0.33592	0.37316
14.513	14.489	19.938	19.916	1.4279	1.444	0.3079	0.33592
14.533	14.513	19.954	19.938	1.4156	1.4279	0.28679	0.3079
14.551	14.533	19.967	19.954	1.406	1.4156	0.27085	0.28679
14.567	14.551	19.976	19.967	1.3986	1.406	0.25878	0.27085
14.582	14.567	19.983	19.976	1.3927	1.3986	0.24963	0.25878
14.595	14.582	19.988	19.983	1.388	1.3927	0.24265	0.24963
14.608	14.595	19.993	19.988	1.3841	1.388	0.23731	0.24265
14.619	14.608	19.996	19.993	1.381	1.3841	0.23319	0.23731
14.63	14.619	19.998	19.996	1.3783	1.381	0.23	0.23319
14.641	14.63	20	19.998	1.3761	1.3783	0.2275	0.23
14.651	14.641	20.001	20	1.3741	1.3761	0.22553	0.2275
14.66	14.651	20.002	20.001	1.3723	1.3741	0.22394	0.22553
14.669	14.66	20.003	20.002	1.3707	1.3723	0.22266	0.22394
14.678	14.669	20.003	20.003	1.3693	1.3707	0.2216	0.22266
14.687	14.678	20.004	20.003	1.368	1.3693	0.22071	0.2216
14.695	14.687	20.004	20.004	1.3667	1.368	0.21996	0.22071
14.703	14.695	20.004	20.004	1.3656	1.3667	0.2193	0.21996
14.711	14.703	20.005	20.004	1.3645	1.3656	0.21873	0.2193
14.719	14.711	20.005	20.005	1.3634	1.3645	0.21821	0.21873
14.726	14.719	20.005	20.005	1.3624	1.3634	0.21774	0.21821
14.733	14.726	20.005	20.005	1.3614	1.3624	0.21731	0.21774
14.741	14.733	20.005	20.005	1.3605	1.3614	0.21691	0.21731
14.747	14.741	20.005	20.005	1.3596	1.3605	0.21654	0.21691
14.754	14.747	20.005	20.005	1.3587	1.3596	0.21619	0.21654
14.761	14.754	20.005	20.005	1.3579	1.3587	0.21585	0.21619
14.767	14.761	20.005	20.005	1.3571	1.3579	0.21553	0.21585
14.773	14.767	20.005	20.005	1.3562	1.3571	0.21523	0.21553
14.779	14.773	20.005	20.005	1.3555	1.3562	0.21493	0.21523
14.785	14.779	20.005	20.005	1.3547	1.3555	0.21465	0.21493
14.79	14.785	20.005	20.005	1.354	1.3547	0.21438	0.21465
14.796	14.79	20.005	20.005	1.3533	1.354	0.21411	0.21438
14.801	14.796	20.005	20.005	1.3526	1.3533	0.21385	0.21411
14.807	14.801	20.005	20.005	1.3519	1.3526	0.21361	0.21385
14.812	14.807	20.005	20.005	1.3512	1.3519	0.21337	0.21361
14.817	14.812	20.005	20.005	1.3506	1.3512	0.21313	0.21337
14.821	14.817	20.005	20.005	1.35	1.3506	0.21291	0.21313
14.826	14.821	20.005	20.005	1.3493	1.35	0.21269	0.21291
14.831	14.826	20.005	20.005	1.3487	1.3493	0.21248	0.21269
14.835	14.831	20.005	20.005	1.3482	1.3487	0.21227	0.21248
14.839	14.835	20.005	20.005	1.3476	1.3482	0.21207	0.21227
14.844	14.839	20.005	20.005	1.3471	1.3476	0.21188	0.21207
14.848	14.844	20.005	20.005	1.3465	1.3471	0.21169	0.21188
14.852	14.848	20.005	20.005	1.346	1.3465	0.2115	0.21169
14.856	14.852	20.005	20.005	1.3455	1.346	0.21132	0.2115
14.859	14.856	20.005	20.005	1.345	1.3455	0.21115	0.21132
14.863	14.859	20.005	20.005	1.3445	1.345	0.21098	0.21115
14.867	14.863	20.005	20.005	1.3441	1.3445	0.21082	0.21098
14.87	14.867	20.005	20.005	1.3436	1.3441	0.21066	0.21082
14.874	14.87	20.005	20.005	1.3432	1.3436	0.2105	0.21066
14.877	14.874	20.005	20.005	1.3427	1.3432	0.21035	0.2105
14.88	14.877	20.005	20.005	1.3423	1.3427	0.21021	0.21035
14.883	14.88	20.005	20.005	1.3419	1.3423	0.21007	0.21021
14.886	14.883	20.005	20.005	1.3415	1.3419	0.20993	0.21007
14.889	14.886	20.005	20.005	1.3411	1.3415	0.2098	0.20993
14.892	14.889	20.005	20.005	1.3407	1.3411	0.20966	0.2098
14.895	14.892	20.005	20.005	1.3404	1.3407	0.20954	0.20966
14.898	14.895	20.005	20.005	1.34	1.3404	0.20942	0.20954
14.9	14.898	20.005	20.005	1.3397	1.34	0.2093	0.20942
14.903	14.9	20.005	20.005	1.3393	1.3397	0.20918	0.2093
14.906	14.903	20.004	20.005	1.339	1.3393	0.20907	0.20918
14.908	14.906	20.004	20.004	1.3387	1.339	0.20896	0.20907
14.911	14.908	20.004	20.004	1.3383	1.3387	0.20885	0.20896
14.913	14.911	20.004	20.004	1.338	1.3383	0.20875	0.20885
14.915	14.913	20.004	20.004	1.3378	1.338	0.20865	0.20875
14.917	14.915	20.004	20.004	1.3375	1.3378	0.20855	0.20865
14.92	14.917	20.004	20.004	1.3372	1.3375	0.20846	0.20855
14.922	14.92	20.004	20.004	1.3369	1.3372	0.20837	0.20846
14.924	14.922	20.004	20.004	1.3366	1.3369	0.20828	0.20837
14.926	14.924	20.004	20.004	1.3364	1.3366	0.20819	0.20828
14.928	14.926	20.004	20.004	1.3361	1.3364	0.20811	0.20819
14.93	14.928	20.004	20.004	1.3359	1.3361	0.20802	0.20811
14.932	14.93	20.004	20.004	1.3356	1.3359	0.20794	0.20802
14.933	14.932	20.004	20.004	1.3354	1.3356	0.20787	0.20794
14.935	14.933	20.004	20.004	1.3352	1.3354	0.20779	0.20787
14.937	14.935	20.004	20.004	1.335	1.3352	0.20772	0.20779
14.938	14.937	20.004	20.004	1.3347	1.335	0.20765	0.20772
14.94	14.938	20.003	20.004	1.3345	1.3347	0.20758	0.20765
14.942	14.94	20.003	20.003	1.3343	1.3345	0.20751	0.20758
14.943	14.942	20.003	20.003	1.3341	1.3343	0.20745	0.20751
14.945	14.943	20.003	20.003	1.3339	1.3341	0.20738	0.20745
14.946	14.945	20.003	20.003	1.3337	1.3339	0.20732	0.20738
14.948	14.946	20.003	20.003	1.3336	1.3337	0.20726	0.20732
14.949	14.948	20.003	20.003	1.3334	1.3336	0.20721	0.20726
14.95	14.949	20.003	20.003	1.3332	1.3334	0.20715	0.20721
14.951	14.95	20.003	20.003	1.333	1.3332	0.20709	0.20715
14.953	14.951	20.003	20.003	1.3329	1.333	0.20704	0.20709
14.954	14.953	20.003	20.003	1.3327	1.3329	0.20699	0.20704
14.955	14.954	20.003	20.003	1.3325	1.3327	0.20694	0.20699
14.956	14.955	20.003	20.003	1.3324	1.3325	0.20689	0.20694
14.958	14.956	20.003	20.003	1.3322	1.3324	0.20684	0.20689
14.959	14.958	20.003	20.003	1.3321	1.3322	0.2068	0.20684
14.96	14.959	20.003	20.003	1.332	1.3321	0.20675	0.2068
14.961	14.96	20.003	20.003	1.3318	1.332	0.20671	0.20675
14.962	14.961	20.003	20.003	1.3317	1.3318	0.20667	0.20671
14.963	14.962	20.003	20.003	1.3316	1.3317	0.20663	0.20667
14.964	14.963	20.003	20.003	1.3314	1.3316	0.20659	0.20663
14.965	14.964	20.003	20.003	1.4316	1.3314	0.20688	0.20659
14.926	14.965	20.002	20.003	1.4832	1.4316	0.20754	0.20688
14.9	14.926	20.002	20.002	1.5262	1.4832	0.20827	0.20754
14.88	14.9	20.002	20.002	1.56	1.5262	0.209	0.20827
14.865	14.88	20.001	20.002	1.5867	1.56	0.20969	0.209
14.854	14.865	20.001	20.001	1.6078	1.5867	0.21029	0.20969
14.847	14.854	20	20.001	1.6244	1.6078	0.21081	0.21029
14.842	14.847	20	20	1.6374	1.6244	0.21123	0.21081
14.839	14.842	20	20	1.6476	1.6374	0.21156	0.21123
14.838	14.839	20	20	1.6556	1.6476	0.21182	0.21156
14.837	14.838	20	20	1.6617	1.6556	0.212	0.21182
14.838	14.837	20	20	1.6665	1.6617	0.21211	0.212
14.839	14.838	20	20	1.6701	1.6665	0.21218	0.21211
14.842	14.839	20	20	1.6729	1.6701	0.21219	0.21218
14.844	14.842	20	20	1.6749	1.6729	0.21218	0.21219
14.847	14.844	20	20	1.6764	1.6749	0.21212	0.21218
14.85	14.847	20	20	1.6775	1.6764	0.21205	0.21212
14.853	14.85	20	20	1.6782	1.6775	0.21195	0.21205
14.856	14.853	20	20	1.6786	1.6782	0.21184	0.21195
14.859	14.856	20	20	1.6789	1.6786	0.21172	0.21184
14.863	14.859	20	20	1.6789	1.6789	0.21159	0.21172
14.866	14.863	20	20	1.6789	1.6789	0.21145	0.21159
14.869	14.866	20	20	1.6787	1.6789	0.2113	0.21145
14.872	14.869	20	20	1.6785	1.6787	0.21116	0.2113
14.876	14.872	20	20	1.6782	1.6785	0.21101	0.21116
14.879	14.876	20	20	1.6779	1.6782	0.21086	0.21101
14.882	14.879	20	20	1.6775	1.6779	0.21072	0.21086
14.885	14.882	20	20	1.6771	1.6775	0.21057	0.21072
14.888	14.885	20	20	1.6767	1.6771	0.21043	0.21057
14.891	14.888	20	20	1.6763	1.6767	0.21029	0.21043
14.894	14.891	20	20	1.6759	1.6763	0.21015	0.21029
14.897	14.894	20	20	1.6755	1.6759	0.21001	0.21015
14.899	14.897	20.001	20	1.675	1.6755	0.20988	0.21001
14.902	14.899	20.001	20.001	1.6746	1.675	0.20974	0.20988
14.905	14.902	20.001	20.001	1.6742	1.6746	0.20962	0.20974
14.907	14.905	20.001	20.001	1.6738	1.6742	0.20949	0.20962
14.91	14.907	20.001	20.001	1.6734	1.6738	0.20937	0.20949
14.912	14.91	20.001	20.001	1.673	1.6734	0.20925	0.20937
14.915	14.912	20.001	20.001	1.6726	1.673	0.20914	0.20925
14.917	14.915	20.001	20.001	1.6723	1.6726	0.20903	0.20914
14.919	14.917	20.001	20.001	1.6719	1.6723	0.20892	0.20903
14.921	14.919	20.001	20.001	1.6715	1.6719	0.20881	0.20892
14.923	14.921	20.001	20.001	1.6712	1.6715	0.20871	0.20881
14.925	14.923	20.001	20.001	1.6708	1.6712	0.20861	0.20871
14.927	14.925	20.001	20.001	1.6705	1.6708	0.20851	0.20861
14.929	14.927	20.001	20.001	1.6702	1.6705	0.20842	0.20851
14.931	14.929	20.001	20.001	1.6699	1.6702	0.20833	0.20842
14.933	14.931	20.001	20.001	1.6696	1.6699	0.20824	0.20833
14.935	14.933	20.001	20.001	1.6693	1.6696	0.20815	0.20824
14.937	14.935	20.001	20.001	1.669	1.6693	0.20807	0.20815
14.938	14.937	20.001	20.001	1.6687	1.669	0.20799	0.20807
14.94	14.938	20.001	20.001	1.6684	1.6687	0.20791	0.20799
14.942	14.94	20.001	20.001	1.6682	1.6684	0.20783	0.20791
14.943	14.942	20.001	20.001	1.6679	1.6682	0.20775	0.20783
14.945	14.943	20.001	20.001	1.6677	1.6679	0.20768	0.20775
14.946	14.945	20.001	20.001	1.6674	1.6677	0.20761	0.20768
14.948	14.946	20.001	20.001	1.6672	1.6674	0.20754	0.20761
14.949	14.948	20.001	20.001	1.6669	1.6672	0.20747	0.20754
14.95	14.949	20.001	20.001	1.6667	1.6669	0.20741	0.20747
14.952	14.95	20.001	20.001	1.6665	1.6667	0.20735	0.20741
14.953	14.952	20.001	20.001	1.6663	1.6665	0.20729	0.20735
14.954	14.953	20.001	20.001	1.666	1.6663	0.20723	0.20729
14.955	14.954	20.001	20.001	1.6658	1.666	0.20717	0.20723
14.957	14.955	20.001	20.001	1.6656	1.6658	0.20711	0.20717
14.958	14.957	20.001	20.001	1.6655	1.6656	0.20706	0.20711
14.959	14.958	20.001	20.001	1.6653	1.6655	0.20701	0.20706
14.96	14.959	20.001	20.001	1.6651	1.6653	0.20696	0.20701
14.961	14.96	20.001	20.001	1.6649	1.6651	0.20691	0.20696
14.962	14.961	20.001	20.001	1.6647	1.6649	0.20686	0.20691
14.963	14.962	20.001	20.001	1.6646	1.6647	0.20681	0.20686
14.964	14.963	20.001	20.001	1.6644	1.6646	0.20677	0.20681
14.965	14.964	20.001	20.001	1.6642	1.6644	0.20672	0.20677
14.966	14.965	20.001	20.001	1.6641	1.6642	0.20668	0.20672
14.967	14.966	20.001	20.001	1.6639	1.6641	0.20664	0.20668
14.968	14.967	20.001	20.001	1.6638	1.6639	0.2066	0.20664
14.969	14.968	20.001	20.001	1.6636	1.6638	0.20656	0.2066
14.97	14.969	20.001	20.001	1.6635	1.6636	0.20652	0.20656
14.97	14.97	20.001	20.001	1.6634	1.6635	0.20648	0.20652
14.971	14.97	20.001	20.001	1.6632	1.6634	0.20644	0.20648
14.972	14.971	20.001	20.001	1.6631	1.6632	0.20641	0.20644
14.973	14.972	20.001	20.001	1.663	1.6631	0.20638	0.20641
14.973	14.973	20.001	20.001	1.6628	1.663	0.20634	0.20638
14.974	14.973	20.001	20.001	1.6627	1.6628	0.20631	0.20634
14.975	14.974	20.001	20.001	1.6626	1.6627	0.20628	0.20631
14.976	14.975	20.001	20.001	1.6625	1.6626	0.20625	0.20628
14.976	14.976	20.001	20.001	1.6624	1.6625	0.20622	0.20625
14.977	14.976	20.001	20.001	1.6623	1.6624	0.20619	0.20622
14.977	14.977	20.001	20.001	1.6622	1.6623	0.20616	0.20619
14.978	14.977	20.001	20.001	1.6621	1.6622	0.20614	0.20616
14.979	14.978	20.001	20.001	1.662	1.6621	0.20611	0.20614
14.979	14.979	20.001	20.001	1.6619	1.662	0.20609	0.20611
14.98	14.979	20.001	20.001	1.6618	1.6619	0.20606	0.20609
14.98	14.98	20.001	20.001	1.6617	1.6618	0.20604	0.20606
14.981	14.98	20.001	20.001	1.6616	1.6617	0.20601	0.20604
14.981	14.981	20.001	20.001	1.6615	1.6616	0.20599	0.20601
14.982	14.981	20.001	20.001	1.6614	1.6615	0.20597	0.20599
14.982	14.982	20.001	20.001	1.6614	1.6614	0.20595	0.20597
14.983	14.982	20.001	20.001	1.6613	1.6614	0.20593	0.20595
14.983	14.983	20.001	20.001	1.6612	1.6613	0.20591	0.20593
14.984	14.983	20.001	20.001	1.6611	1.6612	0.20589	0.20591
14.984	14.984	20.001	20.001	1.661	1.6611	0.20587	0.20589
14.985	14.984	20.001	20.001	1.661	1.661	0.20585	0.20587
14.985	14.985	20.001	20.001	1.6609	1.661	0.20583	0.20585
14.985	14.985	20.001	20.001	1.6608	1.6609	0.20582	0.20583
14.986	14.985	20.001	20.001	1.6608	1.6608	0.2058	0.20582
14.986	14.986	20.001	20.001	1.6607	1.6608	0.20578	0.2058
14.986	14.986	20.001	20.001	1.6607	1.6607	0.20577	0.20578
14.987	14.986	20.001	20.001	1.6606	1.6607	0.20575	0.20577
14.987	14.987	20.001	20.001	1.6605	1.6606	0.20574	0.20575
14.988	14.987	20.001	20.001	1.6605	1.6605	0.20572	0.20574
14.988	14.988	20.001	20.001	1.6604	1.6605	0.20571	0.20572
14.988	14.988	20.001	20.001	1.6604	1.6604	0.20569	0.20571
14.989	14.988	20.001	20.001	1.6603	1.6604	0.20568	0.20569
14.989	14.989	20.001	20.001	1.6603	1.6603	0.20567	0.20568
14.989	14.989	20.001	20.001	1.6602	1.6603	0.20566	0.20567
14.989	14.989	20.001	20.001	1.6602	1.6602	0.20564	0.20566
14.99	14.989	20.001	20.001	1.6601	1.6602	0.20563	0.20564
14.99	14.99	20.001	20.001	1.6601	1.6601	0.20562	0.20563
14.99	14.99	20.001	20.001	1.66	1.6601	0.20561	0.20562
14.991	14.99	20.001	20.001	1.66	1.66	0.2056	0.20561
14.991	14.991	20.001	20.001	1.6599	1.66	0.20559	0.2056
14.991	14.991	20.001	20.001	1.6599	1.6599	0.20558	0.20559
14.991	14.991	20.001	20.001	1.6599	1.6599	0.20557	0.20558
14.992	14.991	20.001	20.001	1.6598	1.6599	0.20556	0.20557
14.992	14.992	20.001	20.001	1.6598	1.6598	0.20555	0.20556
14.992	14.992	20.001	20.001	1.6597	1.6598	0.20554	0.20555
14.992	14.992	20.001	20.001	1.6597	1.6597	0.20553	0.20554
14.992	14.992	20.001	20.001	1.6597	1.6597	0.20552	0.20553
14.993	14.992	20.001	20.001	1.6596	1.6597	0.20552	0.20552
14.993	14.993	20.001	20.001	1.6596	1.6596	0.20551	0.20552
14.993	14.993	20	20.001	1.6596	1.6596	0.2055	0.20551
14.993	14.993	20	20	1.6595	1.6596	0.20549	0.2055
14.993	14.993	20	20	1.6595	1.6595	0.20549	0.20549
14.993	14.993	20	20	1.6595	1.6595	0.20548	0.20549
14.994	14.993	20	20	1.6595	1.6595	0.20547	0.20548
14.994	14.994	20	20	1.6594	1.6595	0.20546	0.20547
14.994	14.994	20	20	1.6594	1.6594	0.20546	0.20546
14.994	14.994	20	20	1.6594	1.6594	0.20545	0.20546
14.994	14.994	20	20	1.6593	1.6594	0.20544	0.20545
14.995	14.994	20	20	1.6593	1.6593	0.20544	0.20544
14.995	14.995	20	20	1.6593	1.6593	0.20543	0.20544
14.995	14.995	20	20	1.6593	1.6593	0.20543	0.20543
14.995	14.995	20	20	1.6592	1.6593	0.20542	0.20543
14.995	14.995	20	20	1.6592	1.6592	0.20542	0.20542
14.995	14.995	20	20	1.6592	1.6592	0.20541	0.20542
14.995	14.995	20	20	1.6592	1.6592	0.20541	0.20541
14.996	14.995	20	20	1.6592	1.6592	0.2054	0.20541
14.996	14.996	20	20	1.6591	1.6592	0.2054	0.2054
14.996	14.996	20	20	1.6591	1.6591	0.20539	0.2054
14.996	14.996	20	20	1.6591	1.6591	0.20539	0.20539
14.996	14.996	20	20	1.5341	1.6591	0.20497	0.20539
15.045	14.996	20	20	1.479	1.5341	0.20413	0.20497
15.075	15.045	20.001	20	1.4343	1.479	0.20326	0.20413
15.097	15.075	20.001	20.001	1.4015	1.4343	0.20241	0.20326
15.113	15.097	20.002	20.001	1.3772	1.4015	0.20165	0.20241
15.123	15.113	20.002	20.002	1.3593	1.3772	0.201	0.20165
15.13	15.123	20.002	20.002	1.346	1.3593	0.20047	0.201
15.134	15.13	20.003	20.002	1.3363	1.346	0.20005	0.20047
15.136	15.134	20.003	20.003	1.3291	1.3363	0.19974	0.20005
15.136	15.136	20.003	20.003	1.3239	1.3291	0.19951	0.19974
15.136	15.136	20.003	20.003	1.3202	1.3239	0.19935	0.19951
15.134	15.136	20.003	20.003	1.3175	1.3202	0.19926	0.19935
15.132	15.134	20.003	20.003	1.3157	1.3175	0.19923	0.19926
15.13	15.132	20.003	20.003	1.3144	1.3157	0.19923	0.19923
15.128	15.13	20.003	20.003	1.3135	1.3144	0.19927	0.19923
15.125	15.128	20.003	20.003	1.313	1.3135	0.19933	0.19927
15.122	15.125	20.003	20.003	1.3127	1.313	0.19941	0.19933
15.12	15.122	20.002	20.003	1.3126	1.3127	0.19951	0.19941
15.117	15.12	20.002	20.002	1.3126	1.3126	0.19962	0.19951
15.114	15.117	20.002	20.002	1.3127	1.3126	0.19974	0.19962
15.111	15.114	20.002	20.002	1.3129	1.3127	0.19986	0.19974
15.108	15.111	20.002	20.002	1.3131	1.3129	0.19999	0.19986
15.105	15.108	20.002	20.002	1.3133	1.3131	0.20011	0.19999
15.103	15.105	20.002	20.002	1.3136	1.3133	0.20024	0.20011
15.1	15.103	20.002	20.002	1.3139	1.3136	0.20037	0.20024
15.098	15.1	20.002	20.002	1.3142	1.3139	0.2005	0.20037
15.095	15.098	20.002	20.002	1.3145	1.3142	0.20063	0.2005
15.092	15.095	20.001	20.002	1.3148	1.3145	0.20075	0.20063
15.09	15.092	20.001	20.001	1.3151	1.3148	0.20087	0.20075
15.088	15.09	20.001	20.001	1.3154	1.3151	0.20099	0.20087
15.085	15.088	20.001	20.001	1.3156	1.3154	0.20111	0.20099
15.083	15.085	20.001	20.001	1.3159	1.3156	0.20122	0.20111
15.081	15.083	20.001	20.001	1.3162	1.3159	0.20134	0.20122
15.079	15.081	20.001	20.001	1.3165	1.3162	0.20145	0.20134
15.077	15.079	20.001	20.001	1.3167	1.3165	0.20155	0.20145
15.075	15.077	20.001	20.001	1.317	1.3167	0.20165	0.20155
15.073	15.075	20.001	20.001	1.3173	1.317	0.20175	0.20165
15.071	15.073	20.001	20.001	1.3175	1.3173	0.20185	0.20175
15.069	15.071	20	20.001	1.3177	1.3175	0.20195	0.20185
15.067	15.069	20	20	1.318	1.3177	0.20204	0.20195
15.065	15.067	20	20	1.3182	1.318	0.20213	0.20204
15.064	15.065	20	20	1.3184	1.3182	0.20222	0.20213
15.062	15.064	20	20	1.3186	1.3184	0.2023	0.20222
15.06	15.062	20	20	1.3189	1.3186	0.20239	0.2023
15.059	15.06	20	20	1.3191	1.3189	0.20247	0.20239
15.057	15.059	20	20	1.3193	1.3191	0.20255	0.20247
15.056	15.057	20	20	1.3195	1.3193	0.20262	0.20255
15.054	15.056	20	20	1.3197	1.3195	0.20269	0.20262
15.053	15.054	20	20	1.3198	1.3197	0.20277	0.20269
15.052	15.053	20	20	1.32	1.3198	0.20284	0.20277
15.05	15.052	20	20	1.3202	1.32	0.2029	0.20284
15.049	15.05	20	20	1.3204	1.3202	0.20297	0.2029
15.047	15.049	20	20	1.3205	1.3204	0.20303	0.20297
15.046	15.047	20	20	1.3207	1.3205	0.2031	0.20303
15.045	15.046	20	20	1.3209	1.3207	0.20316	0.2031
15.044	15.045	20	20	1.321	1.3209	0.20322	0.20316
15.043	15.044	20	20	1.3212	1.321	0.20327	0.20322
15.042	15.043	20	20	1.3213	1.3212	0.20333	0.20327
15.041	15.042	20	20	1.3215	1.3213	0.20338	0.20333
15.04	15.041	20	20	1.3216	1.3215	0.20344	0.20338
15.038	15.04	20	20	1.3217	1.3216	0.20349	0.20344
15.037	15.038	20	20	1.3219	1.3217	0.20354	0.20349
15.036	15.037	20	20	1.322	1.3219	0.20358	0.20354
15.036	15.036	20	20	1.3221	1.322	0.20363	0.20358
15.035	15.036	20	20	1.3222	1.3221	0.20368	0.20363
15.034	15.035	20	20	1.3223	1.3222	0.20372	0.20368
15.033	15.034	20	20	1.3225	1.3223	0.20377	0.20372
15.032	15.033	20	20	1.3226	1.3225	0.20381	0.20377
15.031	15.032	20	20	1.3227	1.3226	0.20385	0.20381
15.03	15.031	20	20	1.3228	1.3227	0.20389	0.20385
15.029	15.03	20	20	1.3229	1.3228	0.20393	0.20389
15.029	15.029	20	20	1.323	1.3229	0.20396	0.20393
15.028	15.029	20	20	1.3231	1.323	0.204	0.20396
15.027	15.028	20	20	1.3232	1.3231	0.20403	0.204
15.027	15.027	20	20	1.3233	1.3232	0.20407	0.20403
15.026	15.027	20	20	1.3234	1.3233	0.2041	0.20407
15.025	15.026	20	20	1.3235	1.3234	0.20413	0.2041
15.024	15.025	20	20	1.3235	1.3235	0.20417	0.20413
15.024	15.024	20	20	1.3236	1.3235	0.2042	0.20417
15.023	15.024	20	20	1.3237	1.3236	0.20423	0.2042
15.023	15.023	20	20	1.3238	1.3237	0.20425	0.20423
15.022	15.023	20	20	1.3239	1.3238	0.20428	0.20425
15.021	15.022	20	20	1.3239	1.3239	0.20431	0.20428
15.021	15.021	20	20	1.324	1.3239	0.20434	0.20431
15.02	15.021	20	20	1.3241	1.324	0.20436	0.20434
15.02	15.02	20	20	1.3241	1.3241	0.20439	0.20436
15.019	15.02	20	20	1.3242	1.3241	0.20441	0.20439
15.019	15.019	20	20	1.3243	1.3242	0.20444	0.20441
15.018	15.019	20	20	1.3243	1.3243	0.20446	0.20444
15.018	15.018	20	20	1.3244	1.3243	0.20448	0.20446
15.017	15.018	20	20	1.3245	1.3244	0.2045	0.20448
15.017	15.017	20	20	1.3245	1.3245	0.20452	0.2045
15.016	15.017	20	20	1.3246	1.3245	0.20454	0.20452
15.016	15.016	20	20	1.3246	1.3246	0.20456	0.20454
15.015	15.016	20	20	1.3247	1.3246	0.20458	0.20456
15.015	15.015	20	20	1.3248	1.3247	0.2046	0.20458
15.015	15.015	20	20	1.3248	1.3248	0.20462	0.2046
15.014	15.015	20	20	1.3249	1.3248	0.20464	0.20462
15.014	15.014	20	20	1.3249	1.3249	0.20466	0.20464
15.014	15.014	20	20	1.325	1.3249	0.20467	0.20466
15.013	15.014	20	20	1.325	1.325	0.20469	0.20467
15.013	15.013	20	20	1.325	1.325	0.2047	0.20469
15.013	15.013	20	20	1.3251	1.325	0.20472	0.2047
15.012	15.013	20	20	1.3251	1.3251	0.20473	0.20472
15.012	15.012	20	20	1.3252	1.3251	0.20475	0.20473
15.012	15.012	20	20	1.3252	1.3252	0.20476	0.20475
15.011	15.012	20	20	1.3253	1.3252	0.20478	0.20476
15.011	15.011	20	20	1.3253	1.3253	0.20479	0.20478
15.011	15.011	20	20	1.3253	1.3253	0.2048	0.20479
15.01	15.011	20	20	1.3254	1.3253	0.20482	0.2048
15.01	15.01	20	20	1.3254	1.3254	0.20483	0.20482
15.01	15.01	20	20	1.3254	1.3254	0.20484	0.20483
15.01	15.01	20	20	1.3255	1.3254	0.20485	0.20484
15.009	15.01	20	20	1.3255	1.3255	0.20486	0.20485
15.009	15.009	20	20	1.3255	1.3255	0.20487	0.20486
15.009	15.009	20	20	1.3256	1.3255	0.20488	0.20487
15.009	15.009	20	20	1.3256	1.3256	0.20489	0.20488
